region,sex,enddate,ethnicity,age,vote
London,female,2015-04-07,white,Age 20 to 24,Lab
London,female,2015-05-02,asian,Age 65 to 69,Con
London,female,2015-04-07,white,Age 25 to 29,Lab
North West,female,2015-04-17,white,Age 55 to 59,Lab
North West,female,2015-04-24,white,Age 50 to 54,Don't know
North West,male,2015-04-28,white,Age 70 to 74,Lab
North West,female,2015-04-25,white,Age 60 to 64,Lab
North West,female,2015-04-08,white,Age 35 to 39,Don't vote
North West,female,2015-04-18,white,Age 70 to 74,Con
North West,male,2015-04-30,white,Age 35 to 39,Con
North West,female,2015-04-25,white,Age 50 to 54,Lab
North West,male,2015-04-28,other,Age 65 to 69,Lab
North West,female,2015-04-14,white,Age 55 to 59,Con
North West,male,2015-05-02,white,Age 50 to 54,Lab
North West,female,2015-04-27,white,Age 60 to 64,Lab
North West,female,2015-05-05,white,Age 30 to 34,Grn
North West,female,2015-04-03,white,Age 40 to 44,Lab
North West,male,2015-03-30,white,Age 30 to 34,Lab
North West,female,2015-04-20,white,Age 60 to 64,Lab
North West,female,2015-04-08,asian,Age 60 to 64,Lab
North West,female,2015-04-30,white,Age 60 to 64,Lab
North West,female,2015-04-04,white,Age 60 to 64,Con
North West,female,2015-04-04,white,Age 50 to 54,Lab
North West,female,2015-04-26,white,Age 45 to 49,Lab
North West,female,2015-03-30,white,Age 25 to 29,Lab
North West,female,2015-05-03,white,Age 70 to 74,Lab
North West,male,2015-04-19,white,Age 50 to 54,Lab
North West,female,2015-05-06,white,Age 45 to 49,Grn
North West,male,2015-04-28,white,Age 60 to 64,Lab
North West,female,2015-04-30,white,Age 25 to 29,Don't know
North West,female,2015-04-26,white,Age 45 to 49,UKIP
North West,female,2015-04-13,asian,Age 18 to 19,Lab
North West,female,2015-05-05,white,Age 55 to 59,Con
North West,female,2015-04-29,white,Age 45 to 49,Lab
North West,female,2015-04-05,white,Age 60 to 64,Con
North West,male,2015-04-26,white,Age 60 to 64,Lab
South West,female,2015-04-03,white,Age 45 to 49,Lab
South West,female,2015-04-24,white,Age 35 to 39,Con
South West,male,2015-05-02,white,Age 60 to 64,Lab
South West,female,2015-04-23,white,Age 18 to 19,Grn
South West,female,2015-04-08,white,Age 65 to 69,LD
Yorkshire and the Humber,male,2015-04-10,white,Age 20 to 24,Lab
South West,male,2015-05-02,white,Age 70 to 74,Con
South West,male,2015-04-16,white,Age 60 to 64,Lab
South West,female,2015-03-30,white,Age 65 to 69,Lab
South West,female,2015-04-30,white,Age 65 to 69,Don't vote
South West,male,2015-05-04,white,Age 30 to 34,Con
South West,male,2015-04-25,white,Age 70 to 74,Lab
South West,male,2015-04-19,white,Age 50 to 54,Grn
South West,female,2015-04-23,white,Age 40 to 44,Con
South West,female,2015-04-21,white,Age 45 to 49,Con
South West,male,2015-04-17,white,Age 55 to 59,Grn
South West,female,2015-04-18,white,Age 70 to 74,UKIP
South West,female,2015-03-30,white,Age 60 to 64,Lab
South West,male,2015-04-18,white,Age 55 to 59,Lab
South West,male,2015-04-19,white,Age 40 to 44,Con
South West,female,2015-04-27,white,Age 60 to 64,UKIP
South West,female,2015-04-02,white,Age 60 to 64,Lab
South West,male,2015-04-03,white,Age 40 to 44,Con
South West,female,2015-05-05,white,Age 65 to 69,Lab
South West,female,2015-04-03,white,Age 65 to 69,Lab
South West,male,2015-04-23,white,Age 65 to 69,Lab
South West,female,2015-05-04,white,Age 20 to 24,Lab
South West,male,2015-04-24,white,Age 65 to 69,Con
South West,male,2015-04-23,white,Age 60 to 64,Con
South West,male,2015-04-01,white,Age 45 to 49,UKIP
South West,male,2015-05-01,white,Age 55 to 59,UKIP
South West,female,2015-03-30,white,Age 65 to 69,Don't know
South West,female,2015-04-23,white,Age 60 to 64,UKIP
South West,male,2015-05-05,white,Age 40 to 44,Con
South West,female,2015-05-04,white,Age 65 to 69,Lab
South West,male,2015-04-01,white,Age 30 to 34,Lab
South West,female,2015-04-03,white,Age 35 to 39,Con
East of England,female,2015-05-01,white,Age 65 to 69,Con
East of England,female,2015-03-30,white,Age 60 to 64,UKIP
East of England,female,2015-04-25,white,Age 50 to 54,UKIP
East of England,female,2015-04-26,white,Age 70 to 74,Con
East of England,female,2015-04-14,white,Age 70 to 74,Con
East of England,male,2015-04-01,white,Age 20 to 24,LD
East of England,male,2015-04-28,white,Age 45 to 49,UKIP
East of England,male,2015-05-05,white,Age 20 to 24,Lab
East of England,male,2015-05-01,white,Age 75 to 79,UKIP
East of England,female,2015-04-20,white,Age 50 to 54,UKIP
East of England,female,2015-04-15,white,Age 50 to 54,UKIP
East of England,female,2015-04-25,white,Age 20 to 24,Grn
East of England,male,2015-04-23,white,Age 50 to 54,Con
East of England,female,2015-04-01,white,Age 75 to 79,UKIP
East of England,male,2015-04-20,white,Age 20 to 24,Lab
East of England,female,2015-05-04,white,Age 55 to 59,Lab
East of England,male,2015-04-04,white,Age 25 to 29,Con
East of England,male,2015-04-27,white,Age 80 to 84,Con
East of England,female,2015-04-05,white,Age 65 to 69,Con
East of England,male,2015-04-12,white,Age 45 to 49,UKIP
East of England,male,2015-04-05,white,Age 50 to 54,UKIP
East of England,male,2015-05-02,white,Age 60 to 64,Con
East of England,male,2015-04-14,white,Age 55 to 59,UKIP
East of England,male,2015-04-27,white,Age 40 to 44,Don't know
East of England,male,2015-04-30,white,Age 65 to 69,UKIP
East of England,female,2015-04-17,white,Age 65 to 69,Lab
East of England,female,2015-04-28,white,Age 65 to 69,Lab
East of England,female,2015-05-01,white,Age 60 to 64,Don't know
East of England,female,2015-04-30,white,Age 30 to 34,Lab
East of England,female,2015-05-03,white,Age 60 to 64,Con
East of England,female,2015-03-30,white,Age 55 to 59,UKIP
East of England,male,2015-04-02,white,Age 18 to 19,Con
East of England,female,2015-04-23,white,Age 75 to 79,UKIP
East of England,female,2015-04-16,white,Age 60 to 64,Con
East of England,male,2015-05-04,white,Age 60 to 64,UKIP
East of England,female,2015-04-13,white,Age 45 to 49,Lab
East of England,female,2015-04-24,white,Age 55 to 59,Con
East of England,male,2015-04-06,white,Age 55 to 59,UKIP
East of England,male,2015-04-11,white,Age 75 to 79,Con
East of England,male,2015-04-04,white,Age 45 to 49,UKIP
East of England,female,2015-04-29,white,Age 55 to 59,Grn
East of England,female,2015-04-02,white,Age 35 to 39,Don't know
East of England,male,2015-05-04,white,Age 50 to 54,UKIP
North East,female,2015-04-28,white,Age 20 to 24,Lab
North East,male,2015-04-07,white,Age 60 to 64,Lab
North East,female,2015-05-06,white,Age 20 to 24,Lab
North East,female,2015-04-12,white,Age 45 to 49,UKIP
North East,female,2015-04-06,white,Age 65 to 69,Don't know
North East,female,2015-04-14,white,Age 50 to 54,Lab
North East,female,2015-04-07,white,Age 40 to 44,Con
North East,female,2015-05-03,white,Age 70 to 74,Lab
North East,female,2015-04-29,white,Age 60 to 64,Con
North East,male,2015-04-14,white,Age 60 to 64,Con
North East,female,2015-03-30,white,Age 40 to 44,Lab
North East,male,2015-05-06,white,Age 40 to 44,Lab
North East,female,2015-05-06,white,Age 65 to 69,Con
North East,female,2015-04-08,white,Age 45 to 49,Lab
North East,male,2015-04-21,white,Age 65 to 69,Lab
North East,male,2015-04-03,white,Age 45 to 49,Lab
North East,female,2015-04-22,white,Age 35 to 39,Don't know
North East,female,2015-05-01,white,Age 75 to 79,UKIP
North East,female,2015-04-03,white,Age 65 to 69,Con
North East,male,2015-03-31,white,Age 20 to 24,Don't vote
North East,male,2015-04-25,white,Age 65 to 69,Con
North East,male,2015-04-12,white,Age 35 to 39,Con
North East,female,2015-05-02,white,Age 20 to 24,Grn
North East,male,2015-04-14,white,Age 25 to 29,Don't know
North East,male,2015-05-01,white,Age 60 to 64,Con
North East,male,2015-04-30,white,Age 50 to 54,Don't vote
North East,female,2015-04-01,white,Age 45 to 49,Don't know
North East,male,2015-04-16,white,Age 50 to 54,Lab
North East,male,2015-04-09,white,Age 30 to 34,Lab
North East,female,2015-04-05,white,Age 60 to 64,Con
North East,female,2015-05-06,white,Age 55 to 59,Grn
North East,male,2015-04-02,white,Age 65 to 69,UKIP
North East,female,2015-05-03,white,Age 55 to 59,Lab
North East,female,2015-04-08,white,Age 50 to 54,Lab
North East,male,2015-04-25,white,Age 55 to 59,UKIP
North East,male,2015-04-12,white,Age 35 to 39,Grn
North East,male,2015-04-14,white,Age 25 to 29,Lab
North East,female,2015-05-06,white,Age 25 to 29,Grn
North East,male,2015-04-02,white,Age 60 to 64,Lab
North East,female,2015-04-03,white,Age 30 to 34,Lab
North East,male,2015-04-20,white,Age 60 to 64,LD
North East,female,2015-04-03,white,Age 50 to 54,Lab
North East,male,2015-04-07,white,Age 20 to 24,Lab
North East,female,2015-04-21,white,Age 20 to 24,Lab
North East,male,2015-04-12,white,Age 65 to 69,Lab
South East,male,2015-04-08,white,Age 55 to 59,Con
South East,male,2015-04-07,white,Age 35 to 39,Con
South East,male,2015-05-02,white,Age 18 to 19,Don't know
South East,male,2015-04-20,white,Age 65 to 69,LD
South East,female,2015-04-01,white,Age 45 to 49,Grn
South East,male,2015-04-26,white,Age 80 to 84,Con
South East,male,2015-04-12,white,Age 55 to 59,UKIP
South East,female,2015-05-03,white,Age 50 to 54,Con
South East,male,2015-05-04,white,Age 60 to 64,UKIP
South East,female,2015-04-23,white,Age 20 to 24,Lab
South East,female,2015-04-30,white,Age 40 to 44,Don't know
South East,female,2015-04-05,white,Age 55 to 59,LD
South East,female,2015-05-04,white,Age 30 to 34,Don't know
South East,male,2015-04-23,asian,Age 30 to 34,Con
South East,male,2015-03-30,white,Age 50 to 54,Don't vote
South East,male,2015-04-15,white,Age 65 to 69,Lab
South East,female,2015-03-30,white,Age 40 to 44,Lab
South East,male,2015-05-02,white,Age 60 to 64,Con
South East,female,2015-04-27,white,Age 45 to 49,Con
South East,female,2015-04-29,white,Age 30 to 34,UKIP
South East,female,2015-04-24,white,Age 20 to 24,Con
South East,male,2015-04-18,white,Age 85 and over,Con
South East,female,2015-05-05,white,Age 60 to 64,Con
South East,male,2015-04-07,white,Age 55 to 59,LD
South East,male,2015-04-25,white,Age 20 to 24,Con
South East,female,2015-04-23,white,Age 45 to 49,Lab
South East,male,2015-04-24,white,Age 75 to 79,UKIP
South East,male,2015-04-08,white,Age 50 to 54,Lab
South East,male,2015-04-03,white,Age 55 to 59,Don't know
South East,female,2015-04-11,white,Age 40 to 44,Don't know
South East,female,2015-05-01,white,Age 60 to 64,Con
South East,male,2015-04-08,white,Age 50 to 54,Lab
South East,male,2015-05-03,white,Age 75 to 79,Con
South East,female,2015-04-18,white,Age 70 to 74,Con
South East,male,2015-04-29,white,Age 75 to 79,Con
South East,male,2015-04-30,white,Age 60 to 64,Grn
South East,female,2015-04-10,mixed,Age 50 to 54,Con
South East,female,2015-05-03,white,Age 55 to 59,Don't know
South East,male,2015-04-11,white,Age 55 to 59,Con
South East,male,2015-05-03,white,Age 75 to 79,UKIP
South East,male,2015-04-21,white,Age 65 to 69,Con
South East,female,2015-04-07,asian,Age 20 to 24,Don't know
South East,male,2015-05-05,white,Age 75 to 79,Con
South East,male,2015-05-02,white,Age 60 to 64,Con
South East,male,2015-04-22,white,Age 50 to 54,Con
South East,male,2015-03-30,white,Age 55 to 59,Con
South East,female,2015-04-02,white,Age 30 to 34,Con
West Midlands,female,2015-04-15,white,Age 65 to 69,UKIP
West Midlands,male,2015-04-06,white,Age 65 to 69,UKIP
West Midlands,male,2015-05-01,white,Age 20 to 24,Lab
West Midlands,female,2015-03-30,white,Age 20 to 24,Lab
West Midlands,male,2015-04-13,white,Age 40 to 44,Grn
West Midlands,female,2015-04-05,white,Age 35 to 39,Con
West Midlands,male,2015-04-25,white,Age 50 to 54,UKIP
West Midlands,female,2015-04-11,white,Age 25 to 29,Don't know
West Midlands,male,2015-04-06,white,Age 55 to 59,Lab
West Midlands,female,2015-04-17,white,Age 65 to 69,Con
West Midlands,female,2015-04-13,white,Age 60 to 64,Con
West Midlands,male,2015-05-03,white,Age 50 to 54,Con
West Midlands,male,2015-05-05,white,Age 40 to 44,Con
West Midlands,female,2015-03-31,white,Age 40 to 44,Lab
West Midlands,male,2015-04-27,white,Age 65 to 69,LD
West Midlands,female,2015-05-02,white,Age 40 to 44,Con
West Midlands,male,2015-04-08,white,Age 75 to 79,Con
West Midlands,male,2015-04-19,white,Age 60 to 64,Con
West Midlands,male,2015-05-01,white,Age 70 to 74,Con
West Midlands,female,2015-04-19,white,Age 65 to 69,UKIP
West Midlands,female,2015-04-02,white,Age 20 to 24,LD
West Midlands,female,2015-04-09,white,Age 50 to 54,Con
West Midlands,male,2015-03-30,white,Age 30 to 34,Con
West Midlands,male,2015-04-28,asian,Age 55 to 59,LD
West Midlands,female,2015-04-21,white,Age 50 to 54,Con
West Midlands,female,2015-04-17,white,Age 65 to 69,Con
West Midlands,male,2015-05-01,white,Age 75 to 79,UKIP
West Midlands,male,2015-04-29,white,Age 55 to 59,Other
West Midlands,female,2015-05-04,white,Age 65 to 69,Lab
West Midlands,female,2015-04-02,white,Age 70 to 74,Lab
West Midlands,male,2015-04-14,white,Age 60 to 64,UKIP
West Midlands,female,2015-04-28,white,Age 60 to 64,Grn
West Midlands,male,2015-04-20,white,Age 55 to 59,Con
West Midlands,female,2015-04-26,white,Age 60 to 64,UKIP
West Midlands,female,2015-04-26,asian,Age 20 to 24,Grn
West Midlands,male,2015-04-23,white,Age 35 to 39,Con
West Midlands,female,2015-03-30,white,Age 75 to 79,Con
West Midlands,male,2015-04-23,white,Age 20 to 24,UKIP
West Midlands,male,2015-04-07,white,Age 70 to 74,Con
West Midlands,female,2015-04-03,white,Age 65 to 69,Con
West Midlands,male,2015-04-30,white,Age 65 to 69,UKIP
West Midlands,male,2015-04-05,white,Age 45 to 49,Don't know
West Midlands,male,2015-03-31,black,Age 20 to 24,Lab
West Midlands,male,2015-04-21,white,Age 75 to 79,UKIP
London,male,2015-04-06,white,Age 40 to 44,Lab
London,female,2015-04-02,white,Age 30 to 34,Don't know
London,female,2015-04-26,white,Age 30 to 34,Con
London,male,2015-04-21,white,Age 65 to 69,Other
London,male,2015-05-02,white,Age 20 to 24,Don't vote
London,male,2015-04-21,white,Age 60 to 64,UKIP
London,male,2015-04-16,white,Age 35 to 39,Don't know
London,female,2015-04-17,white,Age 55 to 59,Don't know
London,male,2015-04-27,white,Age 35 to 39,Con
London,female,2015-04-20,white,Age 50 to 54,LD
London,male,2015-04-12,white,Age 65 to 69,Con
London,male,2015-04-01,white,Age 35 to 39,Don't vote
London,male,2015-05-06,white,Age 60 to 64,Con
London,female,2015-04-17,white,Age 55 to 59,Con
London,female,2015-04-18,white,Age 45 to 49,Con
London,male,2015-04-24,white,Age 55 to 59,LD
London,female,2015-04-25,white,Age 20 to 24,Lab
London,male,2015-04-21,white,Age 40 to 44,Grn
London,male,2015-05-03,white,Age 30 to 34,Con
London,female,2015-04-29,white,Age 40 to 44,Con
London,female,2015-04-06,white,Age 50 to 54,LD
London,male,2015-04-29,white,Age 55 to 59,Con
London,male,2015-04-26,white,Age 45 to 49,Con
London,female,2015-04-12,white,Age 30 to 34,Con
London,female,2015-04-16,white,Age 70 to 74,Con
London,female,2015-04-12,black,Age 65 to 69,Lab
London,male,2015-04-09,white,Age 50 to 54,Con
London,male,2015-04-28,mixed,Age 35 to 39,Grn
London,male,2015-05-04,asian,Age 50 to 54,Con
London,male,2015-04-07,white,Age 40 to 44,Lab
London,female,2015-04-24,white,Age 65 to 69,Lab
London,female,2015-04-15,white,Age 70 to 74,LD
London,female,2015-04-10,other,Age 40 to 44,Lab
London,male,2015-04-16,white,Age 70 to 74,Con
London,male,2015-04-27,white,Age 30 to 34,Don't know
London,female,2015-04-29,white,Age 65 to 69,LD
London,female,2015-04-26,white,Age 65 to 69,Con
London,male,2015-04-23,white,Age 70 to 74,Con
London,male,2015-04-01,white,Age 40 to 44,LD
London,female,2015-04-09,white,Age 55 to 59,Con
London,male,2015-04-25,white,Age 35 to 39,Don't know
London,female,2015-04-26,white,Age 30 to 34,LD
London,male,2015-04-16,white,Age 50 to 54,Lab
London,male,2015-04-26,white,Age 20 to 24,Con
London,female,2015-05-06,white,Age 50 to 54,LD
London,male,2015-04-01,white,Age 45 to 49,Con
London,female,2015-04-09,white,Age 65 to 69,LD
London,female,2015-05-02,white,Age 50 to 54,Con
London,female,2015-05-02,white,Age 65 to 69,Con
London,female,2015-04-16,white,Age 80 to 84,Con
London,female,2015-04-02,white,Age 30 to 34,UKIP
London,male,2015-04-13,white,Age 40 to 44,Con
London,female,2015-05-03,white,Age 30 to 34,Con
London,female,2015-04-03,white,Age 45 to 49,UKIP
London,male,2015-04-10,white,Age 60 to 64,Con
London,male,2015-04-17,white,Age 65 to 69,UKIP
London,female,2015-04-19,white,Age 30 to 34,Lab
London,female,2015-04-08,white,Age 45 to 49,Lab
London,female,2015-05-01,white,Age 50 to 54,Grn
London,male,2015-04-25,white,Age 55 to 59,UKIP
Wales,female,2015-04-30,white,Age 60 to 64,Lab
Wales,female,2015-04-03,white,Age 35 to 39,Lab
Wales,female,2015-04-25,white,Age 40 to 44,Lab
Wales,female,2015-04-01,white,Age 25 to 29,Lab
Wales,male,2015-05-06,white,Age 30 to 34,Lab
Wales,female,2015-04-10,white,Age 45 to 49,PC
Wales,male,2015-05-04,white,Age 65 to 69,UKIP
Wales,female,2015-04-12,white,Age 65 to 69,Grn
Wales,female,2015-04-09,white,Age 35 to 39,Don't know
Wales,male,2015-04-06,white,Age 60 to 64,Lab
Wales,female,2015-04-21,white,Age 25 to 29,Don't know
Wales,male,2015-05-03,white,Age 55 to 59,UKIP
Wales,male,2015-04-27,white,Age 40 to 44,Lab
Wales,male,2015-04-27,white,Age 40 to 44,Lab
Wales,female,2015-05-05,white,Age 60 to 64,Con
Wales,male,2015-05-01,white,Age 45 to 49,Lab
Wales,female,2015-04-14,white,Age 25 to 29,Lab
Wales,male,2015-04-13,white,Age 55 to 59,Con
Wales,female,2015-04-18,white,Age 25 to 29,Con
Wales,female,2015-04-16,white,Age 25 to 29,PC
Wales,male,2015-05-05,white,Age 55 to 59,PC
Wales,female,2015-04-12,white,Age 30 to 34,Con
Wales,male,2015-04-12,white,Age 65 to 69,PC
Wales,female,2015-03-30,white,Age 65 to 69,Con
Wales,female,2015-04-14,white,Age 50 to 54,PC
Wales,male,2015-04-22,white,Age 60 to 64,Con
Wales,male,2015-05-03,white,Age 65 to 69,Con
Wales,male,2015-04-30,white,Age 65 to 69,Lab
Wales,female,2015-04-08,white,Age 20 to 24,Con
Wales,female,2015-04-10,white,Age 70 to 74,UKIP
Wales,male,2015-04-10,white,Age 65 to 69,PC
Wales,male,2015-04-07,white,Age 60 to 64,Con
Wales,female,2015-04-28,white,Age 45 to 49,Don't know
Wales,male,2015-04-14,white,Age 50 to 54,Lab
Wales,male,2015-03-31,white,Age 60 to 64,Lab
Wales,male,2015-04-06,white,Age 65 to 69,UKIP
Wales,male,2015-04-24,white,Age 65 to 69,Lab
Wales,female,2015-04-26,white,Age 30 to 34,Lab
Wales,female,2015-04-19,white,Age 55 to 59,Lab
Wales,male,2015-05-04,white,Age 55 to 59,Lab
Wales,male,2015-05-02,white,Age 80 to 84,Con
Wales,female,2015-04-20,white,Age 50 to 54,Don't know
Wales,female,2015-05-01,white,Age 50 to 54,Lab
Wales,male,2015-05-05,white,Age 35 to 39,Don't vote
Wales,male,2015-03-31,white,Age 60 to 64,Con
Wales,female,2015-04-16,white,Age 30 to 34,Other
Wales,male,2015-04-01,white,Age 65 to 69,UKIP
Wales,male,2015-04-11,white,Age 55 to 59,Con
Wales,female,2015-04-25,white,Age 65 to 69,PC
Wales,female,2015-04-06,white,Age 50 to 54,Con
Wales,male,2015-04-26,white,Age 50 to 54,Con
Wales,female,2015-04-24,white,Age 40 to 44,Lab
Wales,male,2015-04-02,white,Age 70 to 74,Con
Wales,male,2015-04-28,white,Age 25 to 29,Con
Wales,male,2015-04-29,white,Age 45 to 49,Lab
Wales,male,2015-04-23,white,Age 18 to 19,Con
Wales,male,2015-04-14,white,Age 60 to 64,Con
Wales,male,2015-05-02,white,Age 25 to 29,Don't vote
Wales,female,2015-04-16,white,Age 60 to 64,Lab
Wales,female,2015-04-11,white,Age 55 to 59,Con
Wales,male,2015-04-02,white,Age 35 to 39,UKIP
Wales,female,2015-04-14,white,Age 60 to 64,LD
Wales,female,2015-04-03,white,Age 55 to 59,Lab
Wales,male,2015-04-25,white,Age 60 to 64,Lab
Wales,male,2015-04-27,white,Age 65 to 69,Grn
Wales,male,2015-05-03,white,Age 35 to 39,Don't know
Wales,male,2015-04-23,white,Age 20 to 24,UKIP
Wales,male,2015-04-13,white,Age 65 to 69,Lab
Wales,female,2015-04-11,white,Age 60 to 64,Con
Wales,male,2015-04-19,white,Age 60 to 64,Don't know
Wales,female,2015-04-09,white,Age 20 to 24,Con
Wales,male,2015-04-09,white,Age 60 to 64,PC
Wales,female,2015-05-02,white,Age 35 to 39,Lab
Wales,female,2015-04-26,white,Age 30 to 34,PC
Wales,male,2015-04-29,white,Age 70 to 74,Con
Wales,female,2015-05-04,white,Age 70 to 74,Con
Wales,female,2015-04-08,asian,Age 30 to 34,Don't vote
Wales,male,2015-04-17,white,Age 75 to 79,UKIP
Wales,male,2015-05-03,white,Age 65 to 69,Lab
Wales,female,2015-04-19,white,Age 65 to 69,Lab
Wales,female,2015-04-10,white,Age 65 to 69,Lab
Wales,male,2015-05-01,white,Age 50 to 54,Lab
Wales,female,2015-04-01,white,Age 18 to 19,Don't know
Wales,male,2015-04-24,white,Age 55 to 59,Lab
Wales,male,2015-04-07,white,Age 60 to 64,Lab
Wales,male,2015-04-29,white,Age 60 to 64,Lab
Wales,male,2015-05-05,white,Age 65 to 69,Lab
Wales,female,2015-03-31,white,Age 25 to 29,Grn
Wales,male,2015-04-02,white,Age 85 and over,Lab
Wales,female,2015-04-05,white,Age 45 to 49,Lab
Wales,male,2015-04-12,white,Age 30 to 34,LD
Wales,male,2015-04-04,white,Age 65 to 69,Grn
Wales,male,2015-04-23,white,Age 35 to 39,UKIP
Wales,male,2015-04-21,white,Age 60 to 64,Lab
Wales,female,2015-04-11,white,Age 20 to 24,Grn
Wales,male,2015-05-06,white,Age 20 to 24,Lab
Wales,female,2015-04-09,white,Age 35 to 39,Lab
Wales,male,2015-03-30,white,Age 40 to 44,UKIP
Wales,male,2015-04-05,white,Age 35 to 39,Lab
Wales,female,2015-04-15,white,Age 45 to 49,Grn
Wales,female,2015-04-28,white,Age 75 to 79,UKIP
Wales,male,2015-04-24,white,Age 55 to 59,Grn
Wales,female,2015-03-30,white,Age 55 to 59,Con
Wales,male,2015-04-04,white,Age 80 to 84,PC
Wales,male,2015-04-21,white,Age 55 to 59,Lab
Wales,female,2015-04-17,white,Age 25 to 29,Grn
Wales,male,2015-04-29,white,Age 60 to 64,Lab
Wales,female,2015-04-19,white,Age 45 to 49,Don't know
Wales,female,2015-05-03,white,Age 65 to 69,Lab
Wales,male,2015-03-30,black,Age 35 to 39,PC
Wales,female,2015-04-23,white,Age 50 to 54,Grn
Wales,female,2015-04-09,white,Age 45 to 49,Grn
Wales,female,2015-05-02,white,Age 60 to 64,Lab
Wales,male,2015-05-03,white,Age 45 to 49,Lab
Wales,male,2015-04-10,white,Age 70 to 74,UKIP
Wales,female,2015-04-21,white,Age 65 to 69,UKIP
Wales,female,2015-04-13,white,Age 40 to 44,Don't know
Wales,male,2015-04-19,white,Age 30 to 34,Grn
Wales,female,2015-05-06,white,Age 50 to 54,Other
Wales,female,2015-04-30,white,Age 60 to 64,UKIP
Wales,male,2015-04-23,white,Age 45 to 49,Lab
Wales,female,2015-04-09,white,Age 35 to 39,Lab
Wales,male,2015-05-05,white,Age 35 to 39,LD
Wales,male,2015-05-03,white,Age 55 to 59,Con
Wales,male,2015-04-06,white,Age 60 to 64,UKIP
Wales,male,2015-04-20,white,Age 35 to 39,UKIP
Wales,male,2015-04-06,white,Age 55 to 59,Lab
Wales,male,2015-04-23,white,Age 65 to 69,Lab
Wales,male,2015-04-26,white,Age 65 to 69,Lab
Wales,female,2015-04-10,white,Age 55 to 59,Lab
Wales,male,2015-04-01,white,Age 25 to 29,Lab
Wales,female,2015-04-24,white,Age 30 to 34,Don't vote
Wales,male,2015-05-06,white,Age 20 to 24,Don't vote
Wales,male,2015-04-25,white,Age 65 to 69,Lab
Wales,male,2015-04-08,white,Age 30 to 34,Lab
Wales,male,2015-04-23,white,Age 55 to 59,Lab
Wales,male,2015-04-22,white,Age 35 to 39,PC
Wales,female,2015-04-02,white,Age 55 to 59,Lab
Wales,female,2015-05-05,white,Age 50 to 54,Lab
Wales,male,2015-05-04,white,Age 60 to 64,LD
Wales,female,2015-04-09,white,Age 25 to 29,Lab
Wales,male,2015-04-30,white,Age 65 to 69,Con
Wales,male,2015-04-01,white,Age 45 to 49,Lab
Wales,female,2015-04-09,white,Age 65 to 69,Con
Wales,male,2015-04-04,white,Age 25 to 29,Con
Wales,female,2015-04-04,white,Age 45 to 49,LD
Wales,male,2015-04-13,white,Age 35 to 39,Lab
Wales,female,2015-04-12,white,Age 45 to 49,Don't know
Wales,female,2015-04-14,white,Age 45 to 49,Lab
Wales,female,2015-04-06,white,Age 55 to 59,Don't know
Wales,male,2015-04-13,white,Age 65 to 69,Lab
Wales,male,2015-04-16,white,Age 40 to 44,Lab
Wales,male,2015-04-02,white,Age 30 to 34,Lab
Wales,male,2015-04-29,white,Age 55 to 59,UKIP
West Midlands,male,2015-03-30,white,Age 60 to 64,Con
West Midlands,female,2015-04-04,white,Age 65 to 69,Lab
West Midlands,female,2015-04-22,white,Age 60 to 64,Con
West Midlands,male,2015-04-12,white,Age 65 to 69,Don't know
West Midlands,female,2015-04-09,white,Age 45 to 49,Don't know
West Midlands,male,2015-05-02,white,Age 50 to 54,Lab
West Midlands,female,2015-05-05,white,Age 55 to 59,UKIP
West Midlands,female,2015-04-23,white,Age 55 to 59,UKIP
West Midlands,female,2015-05-03,white,Age 40 to 44,Lab
West Midlands,female,2015-04-08,white,Age 65 to 69,Lab
West Midlands,female,2015-03-31,white,Age 20 to 24,Don't know
West Midlands,female,2015-04-26,white,Age 60 to 64,Con
West Midlands,female,2015-03-30,white,Age 40 to 44,Lab
West Midlands,female,2015-04-23,white,Age 45 to 49,Con
West Midlands,male,2015-04-20,white,Age 50 to 54,Lab
West Midlands,female,2015-04-11,white,Age 25 to 29,Lab
West Midlands,male,2015-05-05,white,Age 55 to 59,Lab
West Midlands,female,2015-04-25,white,Age 55 to 59,Con
West Midlands,male,2015-04-14,white,Age 40 to 44,Lab
West Midlands,male,2015-04-14,white,Age 55 to 59,Con
West Midlands,female,2015-04-07,white,Age 55 to 59,UKIP
West Midlands,female,2015-04-05,white,Age 40 to 44,Lab
West Midlands,female,2015-05-06,white,Age 55 to 59,Lab
West Midlands,male,2015-04-19,white,Age 40 to 44,UKIP
West Midlands,female,2015-04-17,white,Age 65 to 69,Lab
West Midlands,female,2015-04-09,white,Age 20 to 24,Con
North West,male,2015-04-11,white,Age 60 to 64,UKIP
North West,female,2015-04-16,white,Age 18 to 19,Con
North West,male,2015-04-11,white,Age 70 to 74,Con
North West,female,2015-04-15,white,Age 35 to 39,Lab
North West,male,2015-04-01,white,Age 35 to 39,Lab
North West,male,2015-04-06,white,Age 50 to 54,Con
North West,male,2015-03-31,asian,Age 30 to 34,Con
North West,male,2015-04-17,white,Age 35 to 39,Don't vote
North West,male,2015-03-31,white,Age 20 to 24,Con
North West,male,2015-04-08,white,Age 40 to 44,Lab
North West,female,2015-04-19,white,Age 40 to 44,UKIP
North West,male,2015-03-30,white,Age 25 to 29,Con
North West,female,2015-04-19,white,Age 55 to 59,Con
North West,female,2015-03-31,white,Age 60 to 64,Con
