"Population"	"Units"	"Date"	"Sex"	"Ethnic Grou"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 20 to 24"	"number"	4021	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 25 to 29"	"number"	3337	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 30 to 34"	"number"	3710	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 35 to 39"	"number"	3380	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 40 to 44"	"number"	2537	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 45 to 49"	"number"	1679	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 50 to 54"	"number"	1545	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 55 to 59"	"number"	1163	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 60 to 64"	"number"	782	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 65 to 69"	"number"	471	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 70 to 74"	"number"	373	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 75 to 79"	"number"	243	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 80 to 84"	"number"	128	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Wales"	"Age 85 and over"	"number"	95	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 0 to 4"	"number"	793	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 5 to 7"	"number"	344	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 8 to 9"	"number"	195	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 10 to 14"	"number"	399	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 15"	"number"	64	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 16 to 17"	"number"	139	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 18 to 19"	"number"	222	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 20 to 24"	"number"	552	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 25 to 29"	"number"	694	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 30 to 34"	"number"	803	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 35 to 39"	"number"	626	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 40 to 44"	"number"	434	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 45 to 49"	"number"	293	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 50 to 54"	"number"	201	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 55 to 59"	"number"	95	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 60 to 64"	"number"	62	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 65 to 69"	"number"	38	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 70 to 74"	"number"	30	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 75 to 79"	"number"	20	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 80 to 84"	"number"	8	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 85 and over"	"number"	5	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 0 to 4"	"number"	4881	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 5 to 7"	"number"	2710	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 8 to 9"	"number"	1377	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 10 to 14"	"number"	3451	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 15"	"number"	701	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 16 to 17"	"number"	1305	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 18 to 19"	"number"	1557	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 20 to 24"	"number"	3796	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 25 to 29"	"number"	4295	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 30 to 34"	"number"	5015	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 35 to 39"	"number"	4393	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 40 to 44"	"number"	4005	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 45 to 49"	"number"	3517	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 50 to 54"	"number"	2128	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 55 to 59"	"number"	1243	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 60 to 64"	"number"	768	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 65 to 69"	"number"	752	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 70 to 74"	"number"	811	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 75 to 79"	"number"	607	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 80 to 84"	"number"	321	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 85 and over"	"number"	158	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 0 to 4"	"number"	3631	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 5 to 7"	"number"	1868	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 8 to 9"	"number"	1008	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 10 to 14"	"number"	2730	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 15"	"number"	524	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 16 to 17"	"number"	1180	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 18 to 19"	"number"	1419	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 20 to 24"	"number"	3336	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	3565	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	3604	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	3361	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	3257	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	3129	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	1976	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	1000	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	588	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 65 to 69"	"number"	644	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 70 to 74"	"number"	761	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 75 to 79"	"number"	663	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 80 to 84"	"number"	322	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 85 and over"	"number"	168	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 0 to 4"	"number"	3556	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 5 to 7"	"number"	1989	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 8 to 9"	"number"	1103	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 10 to 14"	"number"	2829	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 15"	"number"	540	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 16 to 17"	"number"	1157	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 18 to 19"	"number"	1663	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 20 to 24"	"number"	3531	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 25 to 29"	"number"	3163	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 30 to 34"	"number"	3495	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 35 to 39"	"number"	3496	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 40 to 44"	"number"	3675	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 45 to 49"	"number"	3529	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 50 to 54"	"number"	2263	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 55 to 59"	"number"	1210	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 60 to 64"	"number"	766	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 65 to 69"	"number"	735	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 70 to 74"	"number"	894	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 75 to 79"	"number"	572	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 80 to 84"	"number"	357	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 85 and over"	"number"	183	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 0 to 4"	"number"	7968	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 5 to 7"	"number"	4581	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 8 to 9"	"number"	2595	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 10 to 14"	"number"	6679	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 15"	"number"	1429	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 16 to 17"	"number"	2699	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 18 to 19"	"number"	2964	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 20 to 24"	"number"	6928	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 25 to 29"	"number"	7283	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 30 to 34"	"number"	7866	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 35 to 39"	"number"	7182	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 40 to 44"	"number"	8447	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 45 to 49"	"number"	8917	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 50 to 54"	"number"	5384	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 55 to 59"	"number"	2790	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 60 to 64"	"number"	1698	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 65 to 69"	"number"	1813	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 70 to 74"	"number"	2417	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 75 to 79"	"number"	1872	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 80 to 84"	"number"	1153	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 85 and over"	"number"	635	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 0 to 4"	"number"	5085	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 5 to 7"	"number"	2980	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 8 to 9"	"number"	1560	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 10 to 14"	"number"	4291	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 15"	"number"	886	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 16 to 17"	"number"	1719	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 18 to 19"	"number"	1908	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 20 to 24"	"number"	3900	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 25 to 29"	"number"	4572	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 30 to 34"	"number"	5920	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 35 to 39"	"number"	5800	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 40 to 44"	"number"	6212	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 45 to 49"	"number"	5177	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 50 to 54"	"number"	3001	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 55 to 59"	"number"	1763	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 60 to 64"	"number"	1056	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 65 to 69"	"number"	948	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 70 to 74"	"number"	804	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 75 to 79"	"number"	633	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 80 to 84"	"number"	299	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 85 and over"	"number"	187	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 0 to 4"	"number"	51580	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 5 to 7"	"number"	29434	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 8 to 9"	"number"	17803	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 10 to 14"	"number"	44615	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 15"	"number"	9223	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 16 to 17"	"number"	17903	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 18 to 19"	"number"	16050	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 20 to 24"	"number"	42439	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 25 to 29"	"number"	45478	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 30 to 34"	"number"	46984	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 35 to 39"	"number"	46863	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 40 to 44"	"number"	54147	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 45 to 49"	"number"	51143	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 50 to 54"	"number"	34820	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 55 to 59"	"number"	20087	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 60 to 64"	"number"	13072	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 65 to 69"	"number"	12292	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 70 to 74"	"number"	11780	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 75 to 79"	"number"	8081	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 80 to 84"	"number"	4553	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 85 and over"	"number"	2519	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 0 to 4"	"number"	6449	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 5 to 7"	"number"	3362	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 8 to 9"	"number"	1918	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 10 to 14"	"number"	4983	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 15"	"number"	969	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 16 to 17"	"number"	1957	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 18 to 19"	"number"	2368	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 20 to 24"	"number"	5023	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 25 to 29"	"number"	5582	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 30 to 34"	"number"	7132	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 35 to 39"	"number"	6772	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 40 to 44"	"number"	6604	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 45 to 49"	"number"	5369	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 50 to 54"	"number"	3528	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 55 to 59"	"number"	2053	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 60 to 64"	"number"	1357	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 65 to 69"	"number"	1057	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 70 to 74"	"number"	860	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 75 to 79"	"number"	548	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 80 to 84"	"number"	273	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South East"	"Age 85 and over"	"number"	164	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 0 to 4"	"number"	2553	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 5 to 7"	"number"	1227	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 8 to 9"	"number"	659	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 10 to 14"	"number"	1709	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 15"	"number"	328	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 16 to 17"	"number"	780	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 18 to 19"	"number"	792	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 20 to 24"	"number"	1850	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 25 to 29"	"number"	2174	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 30 to 34"	"number"	2168	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 35 to 39"	"number"	1973	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 40 to 44"	"number"	1926	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 45 to 49"	"number"	1823	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 50 to 54"	"number"	1213	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 55 to 59"	"number"	706	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 60 to 64"	"number"	459	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 65 to 69"	"number"	428	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 70 to 74"	"number"	458	""
