"Population"	"Units"	"Date"	"Sex"	"Highest Level of Qualificatio"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 30 to 34"	"number"	678	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 35 to 39"	"number"	979	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 40 to 44"	"number"	1909	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 45 to 49"	"number"	2067	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 50 to 54"	"number"	2176	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 55 to 59"	"number"	2430	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 60 to 64"	"number"	3377	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"South West"	"Age 65 and over"	"number"	7431	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 16 to 18"	"number"	505	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 19 to 24"	"number"	1320	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 25 to 29"	"number"	569	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 30 to 34"	"number"	329	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 35 to 39"	"number"	529	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 40 to 44"	"number"	816	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 45 to 49"	"number"	947	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 50 to 54"	"number"	866	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 55 to 59"	"number"	958	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 60 to 64"	"number"	1301	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Wales"	"Age 65 and over"	"number"	2755	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 16 to 18"	"number"	7071	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 19 to 24"	"number"	38667	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 25 to 29"	"number"	15215	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 30 to 34"	"number"	13600	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 35 to 39"	"number"	12241	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 40 to 44"	"number"	12537	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 45 to 49"	"number"	12145	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 50 to 54"	"number"	10091	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 55 to 59"	"number"	6968	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 60 to 64"	"number"	4756	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North East"	"Age 65 and over"	"number"	4844	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 16 to 18"	"number"	19261	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 19 to 24"	"number"	101413	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 25 to 29"	"number"	40292	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 30 to 34"	"number"	35157	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 35 to 39"	"number"	33117	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 40 to 44"	"number"	34541	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 45 to 49"	"number"	32481	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 50 to 54"	"number"	26092	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 55 to 59"	"number"	18480	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 60 to 64"	"number"	13679	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"North West"	"Age 65 and over"	"number"	15612	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	15256	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	82629	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	27798	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	24901	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	22828	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	23242	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	21607	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	17129	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	12320	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	9419	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Yorkshire and The Humber"	"Age 65 and over"	"number"	11303	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 16 to 18"	"number"	12680	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 19 to 24"	"number"	66129	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 25 to 29"	"number"	24873	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 30 to 34"	"number"	22959	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 35 to 39"	"number"	22013	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 40 to 44"	"number"	22272	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 45 to 49"	"number"	20506	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 50 to 54"	"number"	15964	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 55 to 59"	"number"	11731	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 60 to 64"	"number"	8652	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East Midlands"	"Age 65 and over"	"number"	9664	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 16 to 18"	"number"	15127	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 19 to 24"	"number"	73282	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 25 to 29"	"number"	30255	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 30 to 34"	"number"	27578	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 35 to 39"	"number"	25711	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 40 to 44"	"number"	26818	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 45 to 49"	"number"	25418	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 50 to 54"	"number"	19205	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 55 to 59"	"number"	14058	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 60 to 64"	"number"	10317	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"West Midlands"	"Age 65 and over"	"number"	12203	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 16 to 18"	"number"	14235	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 19 to 24"	"number"	62087	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 25 to 29"	"number"	30393	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 30 to 34"	"number"	29843	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 35 to 39"	"number"	25728	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 40 to 44"	"number"	25674	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 45 to 49"	"number"	24932	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 50 to 54"	"number"	19596	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 55 to 59"	"number"	15082	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 60 to 64"	"number"	11811	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"East"	"Age 65 and over"	"number"	14951	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 16 to 18"	"number"	21967	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 19 to 24"	"number"	101427	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 25 to 29"	"number"	39482	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 30 to 34"	"number"	35308	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 35 to 39"	"number"	28567	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 40 to 44"	"number"	29003	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 45 to 49"	"number"	28103	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 50 to 54"	"number"	21700	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 55 to 59"	"number"	14986	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 60 to 64"	"number"	10964	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"London"	"Age 65 and over"	"number"	15812	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 16 to 18"	"number"	24054	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 19 to 24"	"number"	111312	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 25 to 29"	"number"	44141	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 30 to 34"	"number"	42894	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 35 to 39"	"number"	39031	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 40 to 44"	"number"	40750	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 45 to 49"	"number"	40278	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 50 to 54"	"number"	32165	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 55 to 59"	"number"	24347	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 60 to 64"	"number"	19550	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South East"	"Age 65 and over"	"number"	27574	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 16 to 18"	"number"	14059	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 19 to 24"	"number"	72960	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 25 to 29"	"number"	28242	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 30 to 34"	"number"	26228	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 35 to 39"	"number"	24574	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 40 to 44"	"number"	26064	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 45 to 49"	"number"	25100	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 50 to 54"	"number"	20959	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 55 to 59"	"number"	16277	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 60 to 64"	"number"	13337	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"South West"	"Age 65 and over"	"number"	18250	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 16 to 18"	"number"	7579	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 19 to 24"	"number"	43247	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 25 to 29"	"number"	15688	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 30 to 34"	"number"	14459	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 35 to 39"	"number"	13495	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 40 to 44"	"number"	13749	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 45 to 49"	"number"	12910	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 50 to 54"	"number"	10178	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 55 to 59"	"number"	7718	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 60 to 64"	"number"	5923	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 3 qualifications"	"Wales"	"Age 65 and over"	"number"	7314	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 16 to 18"	"number"	466	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 19 to 24"	"number"	19748	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 25 to 29"	"number"	29005	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 30 to 34"	"number"	28183	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 35 to 39"	"number"	26677	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 40 to 44"	"number"	25561	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 45 to 49"	"number"	25394	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 50 to 54"	"number"	21882	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 55 to 59"	"number"	18793	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 60 to 64"	"number"	15841	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North East"	"Age 65 and over"	"number"	30545	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 16 to 18"	"number"	1420	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 19 to 24"	"number"	55809	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 25 to 29"	"number"	88560	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 30 to 34"	"number"	85378	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 35 to 39"	"number"	81829	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 40 to 44"	"number"	78823	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 45 to 49"	"number"	74820	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 50 to 54"	"number"	61979	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 55 to 59"	"number"	52029	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 60 to 64"	"number"	45648	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"North West"	"Age 65 and over"	"number"	87095	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	1027	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	41067	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	62425	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	60362	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	56969	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	54489	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	52293	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	45225	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	39263	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	33812	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 65 and over"	"number"	64215	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 16 to 18"	"number"	829	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 19 to 24"	"number"	33287	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 25 to 29"	"number"	49920	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 30 to 34"	"number"	51066	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 35 to 39"	"number"	51982	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 40 to 44"	"number"	49450	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 45 to 49"	"number"	47510	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 50 to 54"	"number"	39450	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 55 to 59"	"number"	33262	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 60 to 64"	"number"	28848	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East Midlands"	"Age 65 and over"	"number"	52980	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 16 to 18"	"number"	1217	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 19 to 24"	"number"	43081	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 25 to 29"	"number"	64681	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 30 to 34"	"number"	65342	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 35 to 39"	"number"	61849	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 40 to 44"	"number"	58672	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 45 to 49"	"number"	55508	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 50 to 54"	"number"	45743	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 55 to 59"	"number"	38635	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 60 to 64"	"number"	33239	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"West Midlands"	"Age 65 and over"	"number"	63971	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 16 to 18"	"number"	1100	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 19 to 24"	"number"	40340	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 25 to 29"	"number"	66917	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 30 to 34"	"number"	73387	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 35 to 39"	"number"	73108	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 40 to 44"	"number"	66527	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 45 to 49"	"number"	64885	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 50 to 54"	"number"	54072	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 55 to 59"	"number"	45776	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 60 to 64"	"number"	40634	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"East"	"Age 65 and over"	"number"	78860	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 16 to 18"	"number"	2309	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 19 to 24"	"number"	118394	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 25 to 29"	"number"	237250	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 30 to 34"	"number"	216951	""
